fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
lhmc person ns2:persons_common assocConceptCitation,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocConceptCitation,Associated Authorities,Associated concept,Associated concept citation,assocConceptAuthGroupList > assocConceptAuthGroup > assocConceptCitations,assocConceptCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",person assocConceptCitation,y
lhmc person ns2:persons_common assocConceptNote,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocConceptNote,Associated Authorities,Associated concept,multiple msg matches: persons_common.assocConceptNote,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptNote,string,n,n,y,"","",person assocConceptNote,y
lhmc person ns2:persons_common assocPlace,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocPlace,Associated Authorities,Associated place,multiple msg matches: persons_common.assocPlace,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlace,string,n,n,y,authority: place/local; authority: place/tgn,"",person assocPlace,y
lhmc person ns2:persons_common assocPlaceType,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocPlaceType,Associated Authorities,Associated place,multiple msg matches: persons_common.assocPlaceType,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",person assocPlaceType,y
lhmc person ns2:persons_common assocPlaceStructuredDateGroup,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocPlaceStructuredDateGroup,Associated Authorities,Associated place,Associated place date,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","",person assocPlaceStructuredDateGroup,y
lhmc person ns2:persons_common assocPlaceCitation,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocPlaceCitation,Associated Authorities,Associated place,Associated place citation,assocPlaceAuthGroupList > assocPlaceAuthGroup > assocPlaceCitations,assocPlaceCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",person assocPlaceCitation,y
lhmc person ns2:persons_common assocPlaceNote,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocPlaceNote,Associated Authorities,Associated place,multiple msg matches: persons_common.assocPlaceNote,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceNote,string,n,n,y,"","",person assocPlaceNote,y
lhmc person ns2:persons_common assocChronology,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocChronology,Associated Authorities,Associated event/era,Associated event/era,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronology,string,n,n,y,authority: chronology/era; authority: chronology/event,"",person assocChronology,y
lhmc person ns2:persons_common assocChronologyType,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocChronologyType,Associated Authorities,Associated event/era,Associated event/era relationship/type,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",person assocChronologyType,y
lhmc person ns2:persons_common assocChronologyStructuredDateGroup,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocChronologyStructuredDateGroup,Associated Authorities,Associated event/era,Associated event/era date,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyStructuredDateGroup,structured date group,n,n,y,"","",person assocChronologyStructuredDateGroup,y
lhmc person ns2:persons_common assocChronologyCitation,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocChronologyCitation,Associated Authorities,Associated event/era,Associated event/era citation,assocChronologyAuthGroupList > assocChronologyAuthGroup > assocChronologyCitations,assocChronologyCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",person assocChronologyCitation,y
lhmc person ns2:persons_common assocChronologyNote,lhmc,person,ns2:persons_common,ns2:persons_common,persons_common.assocChronologyNote,Associated Authorities,Associated event/era,Associated event/era note,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyNote,string,n,n,y,"","",person assocChronologyNote,y
lhmc place ns2:places_common termDisplayName,lhmc,place,ns2:places_common,ns2:places_common,places_common.termDisplayName,Place Information,Term,Term display name,placeTermGroupList > placeTermGroup,termDisplayName,string,y,n,y,"","",place termDisplayName,""
lhmc place ns2:places_common termName,lhmc,place,ns2:places_common,ns2:places_common,places_common.termName,Place Information,Term,Term name,placeTermGroupList > placeTermGroup,termName,string,n,n,y,"","",place termName,""
lhmc place ns2:places_common termQualifier,lhmc,place,ns2:places_common,ns2:places_common,places_common.termQualifier,Place Information,Term,Term qualifier,placeTermGroupList > placeTermGroup,termQualifier,string,n,n,y,"","",place termQualifier,""
lhmc place ns2:places_common termStatus,lhmc,place,ns2:places_common,ns2:places_common,places_common.termStatus,Place Information,Term,Term status,placeTermGroupList > placeTermGroup,termStatus,string,n,n,y,option list: placeTermStatuses,"accepted, provisional, rejected, under review",place termStatus,""
lhmc place ns2:places_common termType,lhmc,place,ns2:places_common,ns2:places_common,places_common.termType,Place Information,Term,Term type,placeTermGroupList > placeTermGroup,termType,string,n,n,y,option list: placeTermTypes,"common, descriptive, local, native, non-native, spelling-variant, technical-scientific",place termType,""
lhmc place ns2:places_common termFlag,lhmc,place,ns2:places_common,ns2:places_common,places_common.termFlag,Place Information,Term,Term flag,placeTermGroupList > placeTermGroup,termFlag,string,n,n,y,vocabulary: placetermflag,"",place termFlag,""
lhmc place ns2:places_common historicalStatus,lhmc,place,ns2:places_common,ns2:places_common,places_common.historicalStatus,Place Information,Term,Term historical status,placeTermGroupList > placeTermGroup,historicalStatus,string,n,n,y,option list: placeHistoricalStatuses,"both, current, historical",place historicalStatus,""
lhmc place ns2:places_common termLanguage,lhmc,place,ns2:places_common,ns2:places_common,places_common.termLanguage,Place Information,Term,Term language,placeTermGroupList > placeTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",place termLanguage,""
lhmc place ns2:places_common termPrefForLang,lhmc,place,ns2:places_common,ns2:places_common,places_common.termPrefForLang,Place Information,Term,Term preferred for lang,placeTermGroupList > placeTermGroup,termPrefForLang,boolean,n,n,y,"","",place termPrefForLang,""
lhmc place ns2:places_common nameAbbrev,lhmc,place,ns2:places_common,ns2:places_common,places_common.nameAbbrev,Place Information,Term,Term abbreviation,placeTermGroupList > placeTermGroup,nameAbbrev,string,n,n,y,"","",place nameAbbrev,""
lhmc place ns2:places_common nameNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.nameNote,Place Information,Term,Term note,placeTermGroupList > placeTermGroup,nameNote,string,n,n,y,"","",place nameNote,""
lhmc place ns2:places_common nameDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.nameDateGroup,Place Information,Term,Term date,placeTermGroupList > placeTermGroup,nameDateGroup,structured date group,n,n,y,"","",place nameDateGroup,""
lhmc place ns2:places_common termSource,lhmc,place,ns2:places_common,ns2:places_common,places_common.termSource,Place Information,Term > Source,Term source name,placeTermGroupList > placeTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",place termSource,""
lhmc place ns2:places_common termSourceDetail,lhmc,place,ns2:places_common,ns2:places_common,places_common.termSourceDetail,Place Information,Term > Source,Term source detail,placeTermGroupList > placeTermGroup,termSourceDetail,string,n,n,y,"","",place termSourceDetail,""
lhmc place ns2:places_common termSourceID,lhmc,place,ns2:places_common,ns2:places_common,places_common.termSourceID,Place Information,Term > Source,Term source ID,placeTermGroupList > placeTermGroup,termSourceID,string,n,n,y,"","",place termSourceID,""
lhmc place ns2:places_common termSourceNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.termSourceNote,Place Information,Term > Source,Term source note,placeTermGroupList > placeTermGroup,termSourceNote,string,n,n,y,"","",place termSourceNote,""
lhmc place ns2:places_common placeType,lhmc,place,ns2:places_common,ns2:places_common,places_common.placeType,Place Information,"",Place type,"",placeType,string,n,n,n/a,option list: placeTypes,"autonomous-region, borough, city, collection-site, continent, country, country-code, county, dependent-state, deserted-settlement, district-national, general-region, governorate, inhabited-place, island, island-group, localilty, metropolitan-area, municipality, nation, national-division, neighborhood, occupied-territory, prefecture, province, region, state, state-province, territory, township, union-territory, unitary-authority, urban-prefecture, water-body",place placeType,""
lhmc place ns2:places_lhmc placeWidth,lhmc,place,ns2:places_lhmc,ns2:places_lhmc,places_lhmc.placeWidth,Place Information,"",Width,"",placeWidth,string,n,n,n/a,"","",place placeWidth,""
lhmc place ns2:places_lhmc placeLength,lhmc,place,ns2:places_lhmc,ns2:places_lhmc,places_lhmc.placeLength,Place Information,"",Length,"",placeLength,string,n,n,n/a,"","",place placeLength,""
lhmc place ns2:places_common placeSource,lhmc,place,ns2:places_common,ns2:places_common,places_common.placeSource,Place Information,"",Place source,"",placeSource,string,n,n,n/a,"","",place placeSource,""
lhmc place ns2:places_common owner,lhmc,place,ns2:places_common,ns2:places_common,places_common.owner,Place Information,Ownership,Owner,placeOwnerGroupList > placeOwnerGroup,owner,string,n,n,y,authority: person/local; authority: organization/local,"",place owner,""
lhmc place ns2:places_common ownershipDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.ownershipDateGroup,Place Information,Ownership,Ownership date,placeOwnerGroupList > placeOwnerGroup,ownershipDateGroup,structured date group,n,n,y,"","",place ownershipDateGroup,""
lhmc place ns2:places_common ownershipNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.ownershipNote,Place Information,Ownership,Ownership note,placeOwnerGroupList > placeOwnerGroup,ownershipNote,string,n,n,y,"","",place ownershipNote,""
lhmc place ns2:places_common placeNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.placeNote,Place Information,"",Legal description,"",placeNote,string,n,n,n/a,"","",place placeNote,""
lhmc place ext.address addressPlace1,lhmc,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"","",place addressPlace1,""
lhmc place ext.address addressPlace2,lhmc,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"","",place addressPlace2,""
lhmc place ext.address addressMunicipality,lhmc,place,ns2:places_common,ext.address,ext.address.addressMunicipality,Place Information,Address,Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,"",place addressMunicipality,""
lhmc place ext.address addressStateOrProvince,lhmc,place,ns2:places_common,ext.address,ext.address.addressStateOrProvince,Place Information,Address,Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,"",place addressStateOrProvince,""
lhmc place ext.address addressPostCode,lhmc,place,ns2:places_common,ext.address,ext.address.addressPostCode,Place Information,Address,Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"","",place addressPostCode,""
lhmc place ext.address addressCountry,lhmc,place,ns2:places_common,ext.address,ext.address.addressCountry,Place Information,Address,Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,"",place addressCountry,""
lhmc place ext.address addressType,lhmc,place,ns2:places_common,ext.address,ext.address.addressType,Place Information,Address,Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,"",place addressType,""
lhmc place ns2:places_common vCoordinates,lhmc,place,ns2:places_common,ns2:places_common,places_common.vCoordinates,Locality Information,"",Verbatim coords,"",vCoordinates,string,n,n,n/a,"","",place vCoordinates,""
lhmc place ns2:places_common vLatitude,lhmc,place,ns2:places_common,ns2:places_common,places_common.vLatitude,Locality Information,"",Verbatim latitude,"",vLatitude,string,n,n,n/a,"","",place vLatitude,""
lhmc place ns2:places_common vLongitude,lhmc,place,ns2:places_common,ns2:places_common,places_common.vLongitude,Locality Information,"",Verbatim longitude,"",vLongitude,string,n,n,n/a,"","",place vLongitude,""
lhmc place ns2:places_common vCoordSys,lhmc,place,ns2:places_common,ns2:places_common,places_common.vCoordSys,Locality Information,"",Coordinate system,"",vCoordSys,string,n,n,n/a,option list: coordinateSystems,"altitude-depth, latitude-longitude, national-grid-reference, utm",place vCoordSys,""
lhmc place ns2:places_common vSpatialReferenceSystem,lhmc,place,ns2:places_common,ns2:places_common,places_common.vSpatialReferenceSystem,Locality Information,"",Spatial ref system,"",vSpatialReferenceSystem,string,n,n,n/a,option list: spatialRefSystems,"epsg4267-nad27, epsg4269-nad83, epsg4326-wgs84, unknown",place vSpatialReferenceSystem,""
lhmc place ns2:places_common vElevation,lhmc,place,ns2:places_common,ns2:places_common,places_common.vElevation,Locality Information,"",Elevation,"",vElevation,string,n,n,n/a,"","",place vElevation,""
lhmc place ns2:places_common vDepth,lhmc,place,ns2:places_common,ns2:places_common,places_common.vDepth,Locality Information,"",Depth,"",vDepth,string,n,n,n/a,"","",place vDepth,""
lhmc place ns2:places_common vDistanceAboveSurface,lhmc,place,ns2:places_common,ns2:places_common,places_common.vDistanceAboveSurface,Locality Information,"",Distance above surface,"",vDistanceAboveSurface,string,n,n,n/a,"","",place vDistanceAboveSurface,""
lhmc place ns2:places_common vUnitofMeasure,lhmc,place,ns2:places_common,ns2:places_common,places_common.vUnitofMeasure,Locality Information,"",Unit of measure,"",vUnitofMeasure,string,n,n,n/a,option list: localityUnits,"acres, centimeters, feet, hectares, inches, kilometers, meters, miles, millimeters, square-feet, square-meters, square-yards, stories",place vUnitofMeasure,""
lhmc place ns2:places_common minElevationInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.minElevationInMeters,Locality Information,"",Min elevation (m),"",minElevationInMeters,float,n,n,n/a,"","",place minElevationInMeters,""
lhmc place ns2:places_common maxElevationInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.maxElevationInMeters,Locality Information,"",Max elevation (m),"",maxElevationInMeters,float,n,n,n/a,"","",place maxElevationInMeters,""
lhmc place ns2:places_common minDepthInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.minDepthInMeters,Locality Information,"",Min depth (m),"",minDepthInMeters,float,n,n,n/a,"","",place minDepthInMeters,""
lhmc place ns2:places_common maxDepthInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.maxDepthInMeters,Locality Information,"",Max depth (m),"",maxDepthInMeters,float,n,n,n/a,"","",place maxDepthInMeters,""
lhmc place ns2:places_common minDistanceAboveSurfaceInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.minDistanceAboveSurfaceInMeters,Locality Information,"",Min distance above surface (m),"",minDistanceAboveSurfaceInMeters,float,n,n,n/a,"","",place minDistanceAboveSurfaceInMeters,""
lhmc place ns2:places_common maxDistanceAboveSurfaceInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.maxDistanceAboveSurfaceInMeters,Locality Information,"",Max distance above surface (m),"",maxDistanceAboveSurfaceInMeters,float,n,n,n/a,"","",place maxDistanceAboveSurfaceInMeters,""
lhmc place ns2:places_common vCoordSource,lhmc,place,ns2:places_common,ns2:places_common,places_common.vCoordSource,Locality Information,"",Coordinate source,"",vCoordSource,string,n,n,n/a,"","",place vCoordSource,""
lhmc place ns2:places_common vCoordSourceRefId,lhmc,place,ns2:places_common,ns2:places_common,places_common.vCoordSourceRefId,Locality Information,"",Coordinate source detail,"",vCoordSourceRefId,string,n,n,n/a,"","",place vCoordSourceRefId,""
lhmc place ns2:places_common decimalLatitude,lhmc,place,ns2:places_common,ns2:places_common,places_common.decimalLatitude,Georeference Information,Georeference,Georeference decimal latitude,placeGeoRefGroupList > placeGeoRefGroup,decimalLatitude,float,n,n,y,"","",place decimalLatitude,""
lhmc place ns2:places_common decimalLongitude,lhmc,place,ns2:places_common,ns2:places_common,places_common.decimalLongitude,Georeference Information,Georeference,Georeference decimal longitude,placeGeoRefGroupList > placeGeoRefGroup,decimalLongitude,float,n,n,y,"","",place decimalLongitude,""
lhmc place ns2:places_common geodeticDatum,lhmc,place,ns2:places_common,ns2:places_common,places_common.geodeticDatum,Georeference Information,Georeference,Georeference datum,placeGeoRefGroupList > placeGeoRefGroup,geodeticDatum,string,n,n,y,option list: geodeticDatums,"epsg4267-nad27, epsg4269-nad83, epsg4326-wgs84, unknown",place geodeticDatum,""
lhmc place ns2:places_common coordUncertaintyInMeters,lhmc,place,ns2:places_common,ns2:places_common,places_common.coordUncertaintyInMeters,Georeference Information,Georeference,Georeference uncertainty (m),placeGeoRefGroupList > placeGeoRefGroup,coordUncertaintyInMeters,integer,n,n,y,"","",place coordUncertaintyInMeters,""
lhmc place ns2:places_common coordPrecision,lhmc,place,ns2:places_common,ns2:places_common,places_common.coordPrecision,Georeference Information,Georeference,Georeference precision,placeGeoRefGroupList > placeGeoRefGroup,coordPrecision,string,n,n,y,"","",place coordPrecision,""
lhmc place ns2:places_common pointRadiusSpatialFit,lhmc,place,ns2:places_common,ns2:places_common,places_common.pointRadiusSpatialFit,Georeference Information,Georeference,Georeference point radius spatial fit,placeGeoRefGroupList > placeGeoRefGroup,pointRadiusSpatialFit,string,n,n,y,"","",place pointRadiusSpatialFit,""
lhmc place ns2:places_common footprintWKT,lhmc,place,ns2:places_common,ns2:places_common,places_common.footprintWKT,Georeference Information,Georeference,Georeference footprint WKT,placeGeoRefGroupList > placeGeoRefGroup,footprintWKT,string,n,n,y,"","",place footprintWKT,""
lhmc place ns2:places_common footprintSRS,lhmc,place,ns2:places_common,ns2:places_common,places_common.footprintSRS,Georeference Information,Georeference,Georeference footprint SRS,placeGeoRefGroupList > placeGeoRefGroup,footprintSRS,string,n,n,y,"","",place footprintSRS,""
lhmc place ns2:places_common footprintSpatialFit,lhmc,place,ns2:places_common,ns2:places_common,places_common.footprintSpatialFit,Georeference Information,Georeference,Georeference footprint spatial fit,placeGeoRefGroupList > placeGeoRefGroup,footprintSpatialFit,string,n,n,y,"","",place footprintSpatialFit,""
lhmc place ns2:places_common geoReferencedBy,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoReferencedBy,Georeference Information,Georeference,Georeferenced by,placeGeoRefGroupList > placeGeoRefGroup,geoReferencedBy,string,n,n,y,authority: person/local; authority: organization/local,"",place geoReferencedBy,""
lhmc place ns2:places_common geoRefDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefDateGroup,Georeference Information,Georeference,Georeference date,placeGeoRefGroupList > placeGeoRefGroup,geoRefDateGroup,structured date group,n,n,y,"","",place geoRefDateGroup,""
lhmc place ns2:places_common geoRefProtocol,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefProtocol,Georeference Information,Georeference,Georeference protocol,placeGeoRefGroupList > placeGeoRefGroup,geoRefProtocol,string,n,n,y,option list: geoRefProtocols,"biogeomancer, chapman-wieczorek-2006-guide-best-practices-georeferencing, georeferencing-dummies, manis-herpnet-ornis-georeferencing-guidelines",place geoRefProtocol,""
lhmc place ns2:places_common geoRefSource,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefSource,Georeference Information,Georeference,Georeference source,placeGeoRefGroupList > placeGeoRefGroup,geoRefSource,string,n,n,y,"","",place geoRefSource,""
lhmc place ns2:places_common geoRefVerificationStatus,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefVerificationStatus,Georeference Information,Georeference,Georeference verification,placeGeoRefGroupList > placeGeoRefGroup,geoRefVerificationStatus,string,n,n,y,option list: geoRefVerificationStatuses,"unverified, verified-contributor, verified-data-custodian",place geoRefVerificationStatus,""
lhmc place ns2:places_common geoRefRemarks,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefRemarks,Georeference Information,Georeference,Georeference remarks,placeGeoRefGroupList > placeGeoRefGroup,geoRefRemarks,string,n,n,y,"","",place geoRefRemarks,""
lhmc place ns2:places_common geoRefPlaceName,lhmc,place,ns2:places_common,ns2:places_common,places_common.geoRefPlaceName,Georeference Information,Georeference,Georeference place name,placeGeoRefGroupList > placeGeoRefGroup,geoRefPlaceName,string,n,n,y,"","",place geoRefPlaceName,""
lhmc place ns2:places_common assocPerson,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPerson,Associated Authorities,Associated person,multiple msg matches: places_common.assocPerson,assocPersonAuthGroupList > assocPersonAuthGroup,assocPerson,string,n,n,y,authority: person/local; authority: person/ulan,"",place assocPerson,y
lhmc place ns2:places_common assocPersonType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPersonType,Associated Authorities,Associated person,multiple msg matches: places_common.assocPersonType,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocPersonType,y
lhmc place ns2:places_common assocPersonStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPersonStructuredDateGroup,Associated Authorities,Associated person,Associated person date,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonStructuredDateGroup,structured date group,n,n,y,"","",place assocPersonStructuredDateGroup,y
lhmc place ns2:places_common assocPersonCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPersonCitation,Associated Authorities,Associated person,Associated person citation,assocPersonAuthGroupList > assocPersonAuthGroup > assocPersonCitations,assocPersonCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocPersonCitation,y
lhmc place ns2:places_common assocPersonNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPersonNote,Associated Authorities,Associated person,multiple msg matches: places_common.assocPersonNote,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonNote,string,n,n,y,"","",place assocPersonNote,y
lhmc place ns2:places_common assocPeople,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPeople,Associated Authorities,Associated people,multiple msg matches: places_common.assocPeople,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeople,string,n,n,y,authority: concept/associated,"",place assocPeople,y
lhmc place ns2:places_common assocPeopleType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPeopleType,Associated Authorities,Associated people,multiple msg matches: places_common.assocPeopleType,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocPeopleType,y
lhmc place ns2:places_common assocPeopleStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPeopleStructuredDateGroup,Associated Authorities,Associated people,Associated people date,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleStructuredDateGroup,structured date group,n,n,y,"","",place assocPeopleStructuredDateGroup,y
lhmc place ns2:places_common assocPeopleCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPeopleCitation,Associated Authorities,Associated people,Associated people citation,assocPeopleAuthGroupList > assocPeopleAuthGroup > assocPeopleCitations,assocPeopleCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocPeopleCitation,y
lhmc place ns2:places_common assocPeopleNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPeopleNote,Associated Authorities,Associated people,multiple msg matches: places_common.assocPeopleNote,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleNote,string,n,n,y,"","",place assocPeopleNote,y
lhmc place ns2:places_common assocOrganization,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocOrganization,Associated Authorities,Associated organization,multiple msg matches: places_common.assocOrganization,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganization,string,n,n,y,authority: organization/local; authority: organization/ulan,"",place assocOrganization,y
lhmc place ns2:places_common assocOrganizationType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocOrganizationType,Associated Authorities,Associated organization,multiple msg matches: places_common.assocOrganizationType,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocOrganizationType,y
lhmc place ns2:places_common assocOrganizationStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocOrganizationStructuredDateGroup,Associated Authorities,Associated organization,Associated organization date,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationStructuredDateGroup,structured date group,n,n,y,"","",place assocOrganizationStructuredDateGroup,y
lhmc place ns2:places_common assocOrganizationCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocOrganizationCitation,Associated Authorities,Associated organization,Associated organization citation,assocOrganizationAuthGroupList > assocOrganizationAuthGroup > assocOrganizationCitations,assocOrganizationCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocOrganizationCitation,y
lhmc place ns2:places_common assocOrganizationNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocOrganizationNote,Associated Authorities,Associated organization,multiple msg matches: places_common.assocOrganizationNote,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationNote,string,n,n,y,"","",place assocOrganizationNote,y
lhmc place ns2:places_common assocConcept,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocConcept,Associated Authorities,Associated concept,multiple msg matches: places_common.assocConcept,assocConceptAuthGroupList > assocConceptAuthGroup,assocConcept,string,n,n,y,authority: concept/activity; authority: concept/associated; authority: concept/material; authority: concept/nomenclature; authority: concept/occasion,"",place assocConcept,y
lhmc place ns2:places_common assocConceptType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocConceptType,Associated Authorities,Associated concept,multiple msg matches: places_common.assocConceptType,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocConceptType,y
lhmc place ns2:places_common assocConceptStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocConceptStructuredDateGroup,Associated Authorities,Associated concept,Associated concept date,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptStructuredDateGroup,structured date group,n,n,y,"","",place assocConceptStructuredDateGroup,y
lhmc place ns2:places_common assocConceptCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocConceptCitation,Associated Authorities,Associated concept,Associated concept citation,assocConceptAuthGroupList > assocConceptAuthGroup > assocConceptCitations,assocConceptCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocConceptCitation,y
lhmc place ns2:places_common assocConceptNote,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocConceptNote,Associated Authorities,Associated concept,multiple msg matches: places_common.assocConceptNote,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptNote,string,n,n,y,"","",place assocConceptNote,y
lhmc place ns2:places_common assocPlace,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPlace,Associated Authorities,Associated place,multiple msg matches: places_common.assocPlace,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlace,string,n,n,y,authority: place/local; authority: place/tgn,"",place assocPlace,y
lhmc place ns2:places_common assocPlaceType,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPlaceType,Associated Authorities,Associated place,multiple msg matches: places_common.assocPlaceType,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceType,string,n,n,y,vocabulary: assocauthorityrelationtype,"",place assocPlaceType,y
lhmc place ns2:places_common assocPlaceStructuredDateGroup,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPlaceStructuredDateGroup,Associated Authorities,Associated place,Associated place date,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","",place assocPlaceStructuredDateGroup,y
lhmc place ns2:places_common assocPlaceCitation,lhmc,place,ns2:places_common,ns2:places_common,places_common.assocPlaceCitation,Associated Authorities,Associated place,Associated place citation,assocPlaceAuthGroupList > assocPlaceAuthGroup > assocPlaceCitations,assocPlaceCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,"",place assocPlaceCitation,y
