"profile","record_type","ui_info_group","ui_path","ui_field_label","xml_path","xml_field_name","data_source","repeatability"
"botgarden_3-0-0","work","Work Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"botgarden_3-0-0","work","Work Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"botgarden_3-0-0","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: organization/local","part of repeatable field group"
"botgarden_3-0-0","work","Work Information","Publisher","Publisher name","publisherGroupList > publisherGroup","publisher","authority: person/local; authority: organization/local","part of repeatable field group"
"botgarden_3-0-0","work","Work Information","Term > Source","Term source name","workTermGroupList > workTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","acquisition","Acquisition Information","Funding","Funding source","acquisitionFundingList > acquisitionFunding","acquisitionFundingSource","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","acquisition","Acquisition Information",,"Acquisition source","acquisitionSources","acquisitionSource","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","acquisition","Acquisition Information",,"Owner","owners","owner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","citation","Citation Information","Agent","Agent name","citationAgentInfoGroupList > citationAgentInfoGroup","agent","authority: person/local; authority: person/ulan; authority: organization/local","part of repeatable field group"
"core_7-0-0","citation","Citation Information","Publication","Publication place","citationPublicationInfoGroupList > citationPublicationInfoGroup","publicationPlace","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","citation","Citation Information","Related term","Related term","citationRelatedTermsGroupList > citationRelatedTermsGroup","relatedTerm","authority: concept/associated; authority: concept/activity; authority: concept/material","part of repeatable field group"
"core_7-0-0","citation","Citation Information","Term > Source","Term source name","citationTermGroupList > citationTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","collectionobject","Object Description Information","Content","Content concept","contentConcepts","contentConcept","authority: concept/associated; authority: concept/material","repeatable field, not in fieldgroup"
"core_7-0-0","collectionobject","Object Description Information","Content","Content organization","contentOrganizations","contentOrganization","authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"core_7-0-0","collectionobject","Object Description Information","Content","Content person","contentPersons","contentPerson","authority: person/local; authority: person/ulan","repeatable field, not in fieldgroup"
"core_7-0-0","collectionobject","Object Collection Information",,"Field collector","fieldCollectors","fieldCollector","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","collectionobject","Object Description Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","collectionobject","Object Description Information","Non-Textual Inscription > Non-textual inscription","Non-textual inscription inscriber","nonTextualInscriptionGroupList > nonTextualInscriptionGroup","inscriptionDescriptionInscriber","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","collectionobject","Object History and Association Information","Object Owner's Contribution Information","Owner","owners","owner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","collectionobject","Reference Information","Reference > Reference Information","Reference","referenceGroupList > referenceGroup","reference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","collectionobject","Object Description Information","Textual Inscription > Textual inscription","Textual inscription inscriber","textualInscriptionGroupList > textualInscriptionGroup","inscriptionContentInscriber","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","concept","Concept Information","Term > Source","Term source name","conceptTermGroupList > conceptTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","conservation","Conservation Treatment Information",,"Conservator","conservators","conservator","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","conservation","Conservation Treatment Information","Other treatment party","Other treatment party name","otherPartyGroupList > otherPartyGroup","otherParty","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","exhibition","Exhibition Information","Bibliographic reference","Bibliographic reference","exhibitionReferenceGroupList > exhibitionReferenceGroup","exhibitionReference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","exhibition","Exhibition Information",,"Organizer","organizers","organizer","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"core_7-0-0","exhibition","Exhibition Information",,"Sponsor","sponsors","sponsor","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"core_7-0-0","exhibition","Exhibition Information","Venue","Venue name","venueGroupList > venueGroup","venue","authority: organization/local; authority: organization/ulan; authority: location/local; authority: location/offsite; authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","exhibition","Exhibition Information","Working group > Working group member","Working group member name","workingGroupList > workingGroup > exhibitionPersonGroupList > exhibitionPersonGroup","exhibitionPerson","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"core_7-0-0","insurance","Insurance and Indemnity Information","Quote","Quote provider","quoteProviderGroupList > quoteProviderGroup","insuranceIndemnityQuoteProvider","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"core_7-0-0","intake","Condition Check Information",,"Condition check assessor","conditionCheckersOrAssessors","conditionCheckerOrAssessor","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","intake","Location Information","Current location","Current location","currentLocationGroupList > currentLocationGroup","currentLocation","authority: location/local; authority: location/offsite; authority: organization/local; authority: place/local","part of repeatable field group"
"core_7-0-0","intake","Object Entry Information",,"Current owner","currentOwners","currentOwner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","intake","Object Entry Information","Depositor","Depositor name","depositorGroupList > depositorGroup","depositor","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","intake","Object Collection Information",,"Field collector","fieldCollectors","fieldCollector","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","intake","Insurance Information",,"Insurer","insurers","insurer","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"core_7-0-0","loanin","Loan In Information","Lender","Lender name","lenderGroupList > lenderGroup","lender","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","location","Storage Location Information","Term > Source","Term source name","locTermGroupList > locTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","media","Media Handling Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","organization","Organization Information","Term > Source","Term source name","orgTermGroupList > orgTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","person","Person Information","Term > Source","Term source name","personTermGroupList > personTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","place","Place Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","place","Place Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","place","Place Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","place","Georeference Information","Georeference","Georeferenced by","placeGeoRefGroupList > placeGeoRefGroup","geoReferencedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","place","Place Information","Ownership","Owner","placeOwnerGroupList > placeOwnerGroup","owner","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","place","Place Information","Term > Source","Term source name","placeTermGroupList > placeTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"core_7-0-0","transport","Transport Information",,"Courier name","courierGroupList > courierGroup","courier","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","transport","Cost Information",,"Shipping quote provider","shippingQuoteGroupList > shippingQuoteGroup","shippingQuoteProvider","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","uoc","Use of Collections Information","Authorization","Authorized by","authorizationGroupList > authorizationGroup","authorizedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","uoc","Use of Collections Information",,"Location","locationList","location","authority: organization/local; authority: place/local; authority: location/local","repeatable field, not in fieldgroup"
"core_7-0-0","uoc","Use of Collections Information","Staff","Staff name","staffGroupList > staffGroup","staffName","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","uoc","Use of Collections Information","User","User name","userGroupList > userGroup","user","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","work","Work Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","work","Work Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","work","Work Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"core_7-0-0","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","work","Work Information","Publisher","Publisher name","publisherGroupList > publisherGroup","publisher","authority: person/local; authority: organization/local","part of repeatable field group"
"core_7-0-0","work","Work Information","Term > Source","Term source name","workTermGroupList > workTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","acquisition","Acquisition Information","Funding","Funding source","acquisitionFundingList > acquisitionFunding","acquisitionFundingSource","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","acquisition","Acquisition Information",,"Acquisition source","acquisitionSources","acquisitionSource","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","acquisition","Acquisition Information",,"Owner","owners","owner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","citation","Citation Information","Agent","Agent name","citationAgentInfoGroupList > citationAgentInfoGroup","agent","authority: person/local; authority: person/ulan; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","citation","Citation Information","Publication","Publication place","citationPublicationInfoGroupList > citationPublicationInfoGroup","publicationPlace","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","citation","Citation Information","Related term","Related term","citationRelatedTermsGroupList > citationRelatedTermsGroup","relatedTerm","authority: concept/associated; authority: concept/activity; authority: concept/material","part of repeatable field group"
"fcart_4-0-0","citation","Citation Information","Term > Source","Term source name","citationTermGroupList > citationTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","collectionobject","Object Description Information","Content","Content concept","contentConcepts","contentConcept","authority: concept/associated; authority: concept/material","repeatable field, not in fieldgroup"
"fcart_4-0-0","collectionobject","Object Description Information","Content","Content organization","contentOrganizations","contentOrganization","authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"fcart_4-0-0","collectionobject","Object Description Information","Content","Content person","contentPersons","contentPerson","authority: person/local; authority: person/ulan","repeatable field, not in fieldgroup"
"fcart_4-0-0","collectionobject","Object Description Information","Content","Content work name","contentWorksList > contentWorksGroup","contentWork","authority: work/local; authority: work/cona","part of repeatable field group"
"fcart_4-0-0","collectionobject","Object Description Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","collectionobject","Object Description Information","Non-Textual Inscription > Non-textual inscription","Non-textual inscription inscriber","nonTextualInscriptionGroupList > nonTextualInscriptionGroup","inscriptionDescriptionInscriber","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","collectionobject","Object History and Association Information","Object Owner's Contribution Information","Owner","owners","owner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","collectionobject","Reference Information","Reference > Reference Information","Reference","referenceGroupList > referenceGroup","reference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","collectionobject","Object Description Information","Textual Inscription > Textual inscription","Textual inscription inscriber","textualInscriptionGroupList > textualInscriptionGroup","inscriptionContentInscriber","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","concept","Concept Information","Term > Source","Term source name","conceptTermGroupList > conceptTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","conservation","Conservation Treatment Information",,"Conservator","conservators","conservator","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","conservation","Conservation Treatment Information","Other treatment party","Other treatment party name","otherPartyGroupList > otherPartyGroup","otherParty","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","exhibition","Exhibition Information","Bibliographic reference","Bibliographic reference","exhibitionReferenceGroupList > exhibitionReferenceGroup","exhibitionReference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","exhibition","Exhibition Information",,"Organizer","organizers","organizer","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"fcart_4-0-0","exhibition","Exhibition Information",,"Sponsor","sponsors","sponsor","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"fcart_4-0-0","exhibition","Exhibition Information","Venue","Venue name","venueGroupList > venueGroup","venue","authority: organization/local; authority: organization/ulan; authority: location/local; authority: location/offsite; authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","exhibition","Exhibition Information","Working group > Working group member","Working group member name","workingGroupList > workingGroup > exhibitionPersonGroupList > exhibitionPersonGroup","exhibitionPerson","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"fcart_4-0-0","insurance","Insurance and Indemnity Information","Quote","Quote provider","quoteProviderGroupList > quoteProviderGroup","insuranceIndemnityQuoteProvider","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"fcart_4-0-0","intake","Condition Check Information",,"Condition check assessor","conditionCheckersOrAssessors","conditionCheckerOrAssessor","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","intake","Location Information","Current location","Current location","currentLocationGroupList > currentLocationGroup","currentLocation","authority: location/local; authority: location/offsite; authority: organization/local; authority: place/local","part of repeatable field group"
"fcart_4-0-0","intake","Object Entry Information",,"Current owner","currentOwners","currentOwner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","intake","Object Entry Information","Depositor","Depositor name","depositorGroupList > depositorGroup","depositor","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","intake","Insurance Information",,"Insurer","insurers","insurer","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","loanin","Loan In Information","Lender","Lender name","lenderGroupList > lenderGroup","lender","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","location","Storage Location Information","Term > Source","Term source name","locTermGroupList > locTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","media","Media Handling Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","organization","Organization Information","Term > Source","Term source name","orgTermGroupList > orgTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","person","Person Information","Term > Source","Term source name","personTermGroupList > personTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","place","Place Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","place","Place Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","place","Place Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","place","Georeference Information","Georeference","Georeferenced by","placeGeoRefGroupList > placeGeoRefGroup","geoReferencedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","place","Place Information","Ownership","Owner","placeOwnerGroupList > placeOwnerGroup","owner","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","place","Place Information","Term > Source","Term source name","placeTermGroupList > placeTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"fcart_4-0-0","transport","Transport Information",,"Courier name","courierGroupList > courierGroup","courier","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","transport","Cost Information",,"Shipping quote provider","shippingQuoteGroupList > shippingQuoteGroup","shippingQuoteProvider","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","uoc","Use of Collections Information","Authorization","Authorized by","authorizationGroupList > authorizationGroup","authorizedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","uoc","Use of Collections Information",,"Location","locationList","location","authority: organization/local; authority: place/local; authority: location/local","repeatable field, not in fieldgroup"
"fcart_4-0-0","uoc","Use of Collections Information","Staff","Staff name","staffGroupList > staffGroup","staffName","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","uoc","Use of Collections Information","User","User name","userGroupList > userGroup","user","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","work","Work Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","work","Work Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","work","Work Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"fcart_4-0-0","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","work","Work Information","Publisher","Publisher name","publisherGroupList > publisherGroup","publisher","authority: person/local; authority: organization/local","part of repeatable field group"
"fcart_4-0-0","work","Work Information","Term > Source","Term source name","workTermGroupList > workTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","citation","Citation Information","Agent","Agent name","citationAgentInfoGroupList > citationAgentInfoGroup","agent","authority: person/local; authority: person/ulan; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","citation","Citation Information","Publication","Publication place","citationPublicationInfoGroupList > citationPublicationInfoGroup","publicationPlace","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","citation","Citation Information","Related term","Related term","citationRelatedTermsGroupList > citationRelatedTermsGroup","relatedTerm","authority: concept/associated; authority: concept/activity; authority: concept/material","part of repeatable field group"
"herbarium_2-0-0","citation","Citation Information","Term > Source","Term source name","citationTermGroupList > citationTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","collectionobject","Object Description Information","Content","Content concept","contentConcepts","contentConcept","authority: concept/associated; authority: concept/material","repeatable field, not in fieldgroup"
"herbarium_2-0-0","collectionobject","Object Description Information","Content","Content organization","contentOrganizations","contentOrganization","authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"herbarium_2-0-0","collectionobject","Object Description Information","Content","Content person","contentPersons","contentPerson","authority: person/local; authority: person/ulan","repeatable field, not in fieldgroup"
"herbarium_2-0-0","collectionobject","Object Collection Information",,"Field collector","fieldCollectors","fieldCollector","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","collectionobject","Object Collection Information","Associated taxa","Associated taxon name","herbAssociatedTaxaGroupList > herbAassociatedTaxaGroup","herbAssocTaxon","authority: taxon/local; authority: taxon/common","part of repeatable field group"
"herbarium_2-0-0","collectionobject","Object Identification Information","Hybrid parent","Hybrid parent name","herbHybridParentGroupList > herbHybridParentGroup","herbHybridParent","authority: taxon/local; authority: taxon/common","part of repeatable field group"
"herbarium_2-0-0","collectionobject","Object Identification Information","Type specimen","Type specimen verified basionym","herbTypeSpecimenGroupList > herbTypeSpecimenGroup","herbTypeSpecimenBasionym","authority: taxon/local; authority: taxon/common","part of repeatable field group"
"herbarium_2-0-0","collectionobject","Object Description Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","collectionobject","Object History and Association Information","Object Owner's Contribution Information","Owner","owners","owner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","collectionobject","Reference Information","Reference > Reference Information","Reference","referenceGroupList > referenceGroup","reference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","concept","Concept Information","Term > Source","Term source name","conceptTermGroupList > conceptTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","exhibition","Exhibition Information","Bibliographic reference","Bibliographic reference","exhibitionReferenceGroupList > exhibitionReferenceGroup","exhibitionReference","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","exhibition","Exhibition Information",,"Organizer","organizers","organizer","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"herbarium_2-0-0","exhibition","Exhibition Information",,"Sponsor","sponsors","sponsor","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","repeatable field, not in fieldgroup"
"herbarium_2-0-0","exhibition","Exhibition Information","Venue","Venue name","venueGroupList > venueGroup","venue","authority: organization/local; authority: organization/ulan; authority: location/local; authority: location/offsite; authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","exhibition","Exhibition Information","Working group > Working group member","Working group member name","workingGroupList > workingGroup > exhibitionPersonGroupList > exhibitionPersonGroup","exhibitionPerson","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"herbarium_2-0-0","insurance","Insurance and Indemnity Information","Quote","Quote provider","quoteProviderGroupList > quoteProviderGroup","insuranceIndemnityQuoteProvider","authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan","part of repeatable field group"
"herbarium_2-0-0","intake","Condition Check Information",,"Condition check assessor","conditionCheckersOrAssessors","conditionCheckerOrAssessor","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","intake","Location Information","Current location","Current location","currentLocationGroupList > currentLocationGroup","currentLocation","authority: location/local; authority: location/offsite; authority: organization/local; authority: place/local","part of repeatable field group"
"herbarium_2-0-0","intake","Object Entry Information",,"Current owner","currentOwners","currentOwner","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","intake","Object Entry Information","Depositor","Depositor name","depositorGroupList > depositorGroup","depositor","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","intake","Object Collection Information",,"Field collector","fieldCollectors","fieldCollector","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","intake","Insurance Information",,"Insurer","insurers","insurer","authority: person/local; authority: organization/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","loanin","Loan In Information","Lender","Lender name","lenderGroupList > lenderGroup","lender","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","loanin","Loan In Information",,"Taxonomy","taxonomyList","taxonomy","authority: taxon/local; authority: taxon/common","repeatable field, not in fieldgroup"
"herbarium_2-0-0","loanout","Loan Out Information",,"Taxonomy","taxonomyList","taxonomy","authority: taxon/local; authority: taxon/common","repeatable field, not in fieldgroup"
"herbarium_2-0-0","location","Storage Location Information","Term > Source","Term source name","locTermGroupList > locTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","media","Media Handling Information",,"Measured by","measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup","measuredBy","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","organization","Organization Information","Term > Source","Term source name","orgTermGroupList > orgTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","person","Person Information","Term > Source","Term source name","personTermGroupList > personTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","place","Place Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","place","Place Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","place","Place Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","place","Georeference Information","Georeference","Georeferenced by","placeGeoRefGroupList > placeGeoRefGroup","geoReferencedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","place","Place Information","Ownership","Owner","placeOwnerGroupList > placeOwnerGroup","owner","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","place","Place Information","Term > Source","Term source name","placeTermGroupList > placeTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","taxon","Taxonomic Name Information","Related term","Related term name","relatedTermGroupList > relatedTermGroup","relatedTerm","authority: taxon/local; authority: taxon/common","part of repeatable field group"
"herbarium_2-0-0","taxon","Taxonomic Name Information","Author","Author name","taxonAuthorGroupList > taxonAuthorGroup","taxonAuthor","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","taxon","Taxonomic Name Information",,"Citation","taxonCitationList","taxonCitation","authority: citation/local; authority: citation/worldcat","repeatable field, not in fieldgroup"
"herbarium_2-0-0","taxon","Taxonomic Name Information","Term > Source","Term source name","taxonTermGroupList > taxonTermGroup","termSource","authority: citation/local; authority: citation/worldcat","part of repeatable field group"
"herbarium_2-0-0","transport","Transport Information",,"Courier name","courierGroupList > courierGroup","courier","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","transport","Cost Information",,"Shipping quote provider","shippingQuoteGroupList > shippingQuoteGroup","shippingQuoteProvider","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","uoc","Use of Collections Information","Authorization","Authorized by","authorizationGroupList > authorizationGroup","authorizedBy","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","uoc","Use of Collections Information",,"Location","locationList","location","authority: organization/local; authority: place/local; authority: location/local","repeatable field, not in fieldgroup"
"herbarium_2-0-0","uoc","Use of Collections Information","Staff","Staff name","staffGroupList > staffGroup","staffName","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","uoc","Use of Collections Information","User","User name","userGroupList > userGroup","user","authority: person/local; authority: organization/local","part of repeatable field group"
"herbarium_2-0-0","work","Work Information",,"Address country","addrGroupList > addrGroup","addressCountry","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","work","Work Information",,"Address municipality","addrGroupList > addrGroup","addressMunicipality","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","work","Work Information",,"Address state/province","addrGroupList > addrGroup","addressStateOrProvince","authority: place/local; authority: place/tgn","part of repeatable field group"
"herbarium_2-0-0","work","Work Information","Creator","Creator name","creatorGroupList > creatorGroup","creator","authority: person/local; authority: organization/local","part of repeatable field group"
